term_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,term_str
19849.0,0.8003052978127155,-0.0018148644318154176,-0.02664968933508173,-0.10947726526555768,-0.0006148930688377305,0.0003244180692623127,-0.0006907746482894957,0.0011792828764992317,0.0005578132897246478,-0.0007087491035453317,persecutions
20378.0,0.5993686223883854,-0.00047761577028411907,0.03137476724199764,0.12648536369224814,0.0014012676287021466,-0.00010520835648599694,0.001651516697724157,-0.004510771768662396,-0.0007826608386285566,-0.0006498433640629679,policy
5965.0,-0.001818768195481834,0.0040151300228774105,-0.009605484643262552,-0.00518810173427775,0.03681202438861667,-0.18732949334468568,0.11068567120224847,-0.16559072272513037,0.011641795965354501,-0.018581241344785882,christ
12782.0,-0.001677758762749235,0.0035639062666965593,-0.008121000158785252,-0.004634674308607811,0.028579058937020903,-0.09279430997293565,0.05508144388352874,-0.07092571077625716,-0.0015082719345011764,0.016390596225695546,god
17851.0,-0.0015124827347718934,0.0025441849376452996,-0.009214215741433579,-0.004539757725327647,0.3885864532075388,0.37108474055422697,0.02619927663236552,-0.12285367086992574,-0.1319588542882426,-0.0568527446043178,moral
15547.0,-0.0010348889624569486,0.0023760099875537177,-0.005896608717367302,-0.0034610649885229716,0.024047442706760288,-0.13275698130377195,0.07995432669373158,-0.1238449232344579,0.011280717631054099,0.012363039573154806,jesus
6004.0,-0.0009615725170646875,0.0018147034312749524,-0.0017367035718542194,-0.00048754814935946834,-0.03172766589886408,0.0017931824367738575,-0.024102024998327587,0.05643986687495592,0.008405352671863528,0.023824927654243003,church
16257.0,-0.0008900523437093545,0.0016663935703195762,0.00011739590128450879,-0.0005085704767076016,-0.08034008362589407,0.04152990708667703,-0.019015143128360557,0.04955458604511498,0.012458086045161576,-0.03942981588060932,letter
2960.0,-0.0011704604380470287,-0.6736056606262002,0.004533684524944762,0.0019973140245217623,-0.0021770864762756803,-0.006824115840353195,0.0034425230338507307,-0.007611063956031866,0.005581387476317451,0.0018271314052283744,anabaptist
13567.0,-0.0010700774937464686,-0.6027973538912972,0.0042792979984840294,0.001646154736753002,-0.0031979145521373598,-0.005589091219468656,0.0020004407347428144,-0.004654787843142216,0.005286426430418184,0.0005095616580118173,hermann
4578.0,-0.0008324036959724802,0.0019559158398496403,-0.004903172395807552,-0.0030213498868196997,0.02483814885403479,-0.11357355500074603,0.07231812898615814,-0.11656193974316503,0.007489733423631462,-0.004566803469065378,bible
16068.0,-0.0008195798781971177,0.0017791718527388333,-0.004428181245602057,-0.00275537021941573,0.029957421659288913,-0.04401598072999938,0.03931932430027163,-0.060734425630249195,-0.008719085102526392,-0.0015707272415532575,law
5119.0,-0.0007691579591050645,0.001797459770802876,0.18760399261083083,-0.059152741156389334,-0.026189907124449047,0.012917036359786194,-0.01648493685364405,0.039318664552787264,0.0059759222131264,-0.01890534053351102,bucer
8838.0,-0.0007970015706521344,0.0018359111719099272,-0.004243034727703533,-0.0023055032404756363,0.01836484429775659,-0.10686154170549961,0.0661785654497066,-0.10668507820713154,0.008267280977897973,-0.03616171304132043,died
8019.0,-0.0007935874101691613,0.001799282532820426,-0.004167261767436575,-0.0025314896201181817,0.014806810268042397,-0.08696720719978668,0.05131346661858702,-0.07981597921771369,0.006400507222130258,0.012303322171573816,death
24363.0,-0.0007934494429689455,0.0017803797069199682,-0.004507129360042541,-0.002720809890058109,0.02460375317290256,-0.07680259128579459,0.05064267689249896,-0.07802212808585185,0.0017011831660777021,0.0213334938552798,sin
16648.0,-0.0007848000237265126,0.0017201628812809739,-0.004203770281646504,-0.002606421935593643,0.01889083037578215,-0.05006960299476049,0.03219496200179342,-0.045400099880703954,-0.0014877944060824322,0.01808178883795178,love
23078.0,-0.0007912297727637065,0.0018793581178284866,-0.004429485160752923,-0.002928843422225315,0.0300142849811859,-0.1258604753853992,0.08069022779596376,-0.13518185634775703,0.007588441280192232,-0.07181956405579393,romans
